// mob_db2.txt -- merged into mob_db.txt (2026-06-16). Intentionally has no
// entries; the loader/inter conf still reference it, an empty load is a no-op.
// === [backport] Renewal mobs (ID<=10000) - rAthena 7f08087 (2026-06-18), db/re/mob_db.yml. EXP/JEXP scaled (/120,/72), mode reconstructed, no skills. NOT spawned. See Doc/backport_renewal_mobs.md ===
2097,E_DRACULA,Dracula,Dracula,75,350000,0,9,14,3,1454,1812,152,146,86,99,88,92,174,82,10,12,2,6,87,0x36B5,145,1290,1140,576,4,10000,607,5500,732,5000,732,5000,607,2350,1473,3,1722,3,2507,8,2621,2,1557,2,12539,25,0,0,0,0,4134,1
2098,E_DOPPELGANGER,Doppelganger,Doppelganger,77,380000,0,9,14,1,1803,1176,246,86,122,122,105,67,203,72,10,12,1,6,67,0x36B5,100,480,480,288,4,10000,724,1500,0,0,0,0,2317,125,1162,110,1168,75,2258,175,12539,25,985,1843,984,1350,0,0,0,0,4127,1
2099,E_MISTRESS,Mistress,Mistress,78,378000,0,8,14,1,985,1367,187,192,76,186,88,113,172,79,10,12,0,4,84,0x36B5,100,1148,648,300,4,10000,996,1500,526,3000,526,3000,12539,25,518,5000,2249,125,616,500,7018,5,985,2134,16001,50,0,0,0,0,4132,1
2100,E_BAPHOMET2,Baphomet,Baphomet,81,668000,0,9,14,2,3150,1284,279,45,120,125,30,85,186,85,10,12,2,6,67,0x36B5,100,768,768,576,4,10000,607,2000,750,5000,750,5000,12539,50,2256,150,1476,25,5160,5,985,2716,984,2086,0,0,0,0,0,0,4147,1
2101,E_LORD_OF_DEATH2,Lord of the Dead,Lord of the Dead,94,603883,0,10,14,3,5351,962,336,73,140,99,30,109,120,90,10,12,2,6,67,0x36B5,180,1446,1296,360,5,10000,607,5500,732,5000,732,5000,7108,2668,1417,3,12539,50,2621,1,7109,5,1306,1,1529,1,0,0,0,0,4210,1
2102,E_DARK_LORD,Dark Lord,Dark Lord,96,1190900,0,10,14,2,3935,2085,330,168,118,136,154,142,193,66,10,12,2,6,89,0x36B5,100,868,768,480,0,0,7005,6000,5093,2000,5093,2000,1615,400,2004,50,1237,150,2334,150,12539,50,985,2571,5162,5,0,0,0,0,4169,1
2103,E_KTULLANUX,Ktullanux,Ktullanux,98,2626000,0,10,14,3,3754,2680,129,78,85,126,30,125,212,112,10,12,2,2,81,0x36B5,400,432,840,216,5,10000,607,5500,617,5000,617,5000,7562,4500,616,1500,2509,1500,2111,2500,617,2500,607,2500,12539,50,0,0,0,0,4419,1
2104,E_DARK_SNAKE_LORD,Evil Snake Lord,Evil Snake Lord,105,1101000,0,10,15,3,2882,1986,314,185,122,172,107,135,235,88,10,12,2,2,68,0x36B5,200,588,816,420,5,10000,607,5500,617,5500,617,5500,7169,2910,10020,2550,1471,40,12539,25,1474,250,7226,450,661,1000,0,0,0,0,4330,1
2105,E_TURTLE_GENERAL,Turtle General,Turtle General,110,1442000,0,10,15,2,3169,2066,394,123,116,123,154,99,217,98,10,12,2,2,42,0x36B5,200,900,1000,500,5,10000,967,5500,607,2000,607,2000,1529,4,1306,3,7480,100,1417,5,7070,2668,1141,40,12539,25,0,0,0,0,4246,1
2106,E_APOCALIPS_H,Vesper,Vesper,128,3802000,0,11,15,3,3668,4656,402,109,177,195,165,130,255,102,10,12,2,2,46,0x36B5,180,504,912,432,5,10000,617,5500,603,2000,603,2000,7095,2500,7094,1500,12539,25,2659,50,2660,50,2661,50,2662,50,0,0,0,0,4374,1
2107,E_FALLINGBISHOP,Fallen Bishop Hibram,Fallen Bishop Hibram,138,5655000,0,11,15,1,4290,4636,274,382,186,165,95,226,273,86,10,12,1,6,47,0x36B5,150,432,432,360,5,10000,607,5500,608,2000,608,2000,523,5000,1420,500,2677,250,1422,500,985,2716,12539,100,6223,250,0,0,0,0,0,0
2108,E_GLOOMUNDERNIGHT,Gloom Under Night,Gloom Under Night,139,3005000,0,11,15,3,6592,2785,479,262,191,223,187,155,362,163,10,12,2,0,68,0x36B5,200,1344,2880,576,5,10000,607,5500,617,5000,617,5000,7023,2000,7022,1000,616,2500,2513,500,12539,100,0,0,0,0,0,0,0,0,4410,1
2109,E_RANDGRIS,Valkyrie Randgris,Valkyrie Randgris,141,3205000,0,11,15,3,7343,4412,588,506,196,131,125,276,401,156,10,12,2,8,86,0x36B5,100,576,576,480,5,10000,617,5500,603,2000,603,2000,7510,2500,2357,800,2524,1500,2421,1500,2229,2500,7024,1250,12539,100,0,0,0,0,4407,1
2110,E_IFRIT,Ifrit,Ifrit,146,6935000,0,11,15,3,8063,3389,436,218,180,201,156,190,299,77,10,12,2,0,83,0x36B5,130,212,384,360,5,10000,617,5500,6223,2000,6223,2000,994,5000,2677,1500,2678,100,2679,100,1471,1000,1133,1000,12539,100,0,0,0,0,4430,1
2111,E_B_HARWORD,Whitesmith Howard,Whitesmith Howard,160,6750000,0,11,15,1,5250,1465,301,106,275,148,156,72,266,60,10,12,1,7,82,0x36B5,100,76,384,288,5,10000,617,5500,603,2000,603,2000,1138,1750,1140,1250,12539,100,1365,1750,1364,1750,1369,1250,1368,1750,0,0,0,0,0,0
2112,E_B_SEYREN,Lord Knight Seyren,Lord Knight Seyren,160,4680000,0,11,15,1,6435,2342,567,155,303,165,181,110,267,66,10,12,1,7,83,0x36B5,100,76,384,288,5,10000,617,5500,603,2000,603,2000,1132,1250,2342,1750,12539,100,1470,1750,1469,1500,1166,1250,1415,750,0,0,0,0,0,0
2113,E_B_EREMES,Assassin Cross Eremes,Assassin Cross Eremes,160,4230000,0,11,15,1,6083,1378,445,98,211,181,114,83,338,60,10,12,1,7,85,0x36B5,100,76,384,288,5,10000,617,5500,603,2000,603,2000,1234,750,1230,750,12539,100,1233,1750,1232,1750,1265,1750,13002,1750,0,0,0,0,0,0
2126,M_ANOPHELES,Anopheles,Anopheles,100,8000,0,0,0,1,390,100,0,0,40,70,40,40,96,40,10,12,0,4,64,0x100,170,1084,2304,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,M_HORNET,Hornet,Hornet,110,9000,0,0,0,1,455,100,0,0,40,70,40,40,108,40,10,12,0,4,24,0x100,150,1292,792,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,M_HORNET2,Hornet,Hornet,120,10000,0,0,0,1,560,100,0,0,40,70,40,40,140,40,10,12,0,4,24,0x100,150,1292,792,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,M_LUCIOLA_VESPA,Luciola Vespa,Luciola Vespa,130,11000,0,0,0,1,630,200,0,0,60,80,50,50,154,50,10,12,1,4,24,0x100,110,1000,864,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,M_LUCIOLA_VESPA2,Luciola Vespa,Luciola Vespa,140,12000,0,0,0,1,750,200,0,0,60,80,50,50,180,50,10,12,1,4,24,0x100,110,1000,864,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,LOST_DRAGON,Lost Dragon,Lost Dragon,135,608920,0,162,275,3,1975,530,60,51,140,81,69,122,147,61,10,12,2,9,67,0x36B5,150,840,648,576,81,10000,616,500,617,5000,617,5000,2610,500,2854,50,13062,50,607,250,608,250,1985,50,0,0,0,0,0,0,0,0
2132,POM_SPIDER,Pom Spider,Pom Spider,145,122110,0,43,74,1,948,215,240,115,156,85,178,88,209,102,10,12,1,4,62,0x3985,250,864,1056,576,0,0,0,0,0,0,0,0,12573,250,11520,500,1042,500,1654,1,13431,25,0,0,0,0,0,0,0,0,4514,1
2133,ANGRA_MANTIS,Angra Mantis,Angra Mantis,144,91720,0,42,64,1,869,177,175,81,122,155,119,81,198,79,10,12,1,4,42,0x3985,150,576,480,480,0,0,0,0,0,0,0,0,6086,1500,7194,500,997,5,1830,5,0,0,0,0,0,0,0,0,0,0,4513,1
2134,PARUS,Parus,Parus,142,86990,0,40,64,1,767,152,161,39,80,136,128,44,158,51,10,12,0,2,42,0x3885,180,384,792,432,0,0,0,0,0,0,0,0,6393,1500,7063,500,12736,50,6383,1500,6383,1500,6383,1500,0,0,0,0,0,0,4512,1
2135,CREEPER,Creeper,Creeper,100,1000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,22,0x3695,1000,192,192,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2136,LITTLE_FATUM,Little Fatum,Little Fatum,142,85100,0,41,60,1,663,452,51,198,10,66,17,148,222,97,10,12,0,7,44,0x3885,150,432,300,432,0,0,0,0,0,0,0,0,6395,1500,7938,50,2465,1,0,0,0,0,0,0,0,0,0,0,0,0,4511,1
2137,MIMING,Miming,Miming,140,81200,0,38,58,1,645,222,120,120,90,66,105,77,200,77,10,12,0,0,20,0x3885,250,576,1140,504,0,0,0,0,0,0,0,0,6394,1500,7938,50,969,1,2853,1,0,0,0,0,0,0,0,0,0,0,4510,1
2138,NYDHOG_MEMORY1_1,Nydhoggur Memory,Nydhoggur Memory,130,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0xA1,200,1248,576,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,NYDHOG_MEMORY1_2,Nydhoggur Memory,Nydhoggur Memory,130,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0xA1,200,1248,576,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2140,NYDHOG_MEMORY2_1,Nydhoggur Memory,Nydhoggur Memory,130,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0xA1,200,1248,576,1248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
