// Quest Database
//
// Structure of Database :
// Quest ID,Time Limit,Target1,Val1,Target2,Val2,Target3,Val3,Quest Title
2214,0,0,0,0,0,0,0,"Generic Job Change Quest"
2215,0,0,0,0,0,0,0,"Generic Job Change Quest"
2216,0,0,0,0,0,0,0,"Generic Job Change Quest"
2217,0,0,0,0,0,0,0,"Generic Job Change Quest"
2218,0,0,0,0,0,0,0,"Wanderer Job Change Quest"
2219,0,0,0,0,0,0,0,"Wanderer Job Change Quest"
2220,0,0,0,0,0,0,0,"Wanderer Job Change Quest"
2221,600,1718,50,0,0,0,0,"Wanderer Job Change Quest"
2222,0,0,0,0,0,0,0,"Wanderer Job Change Quest
2223,0,1428,100,0,0,0,0,"Generic Job Change Quest"

3000,0,0,0,0,0,0,0,"Job Change to Bard"
3001,0,0,0,0,0,0,0,"Job Change to Bard"
3002,0,0,0,0,0,0,0,"Job Change to Bard"
3003,0,0,0,0,0,0,0,"Job Change to Bard"
3004,0,0,0,0,0,0,0,"Job Change to Bard"
3006,0,0,0,0,0,0,0,"Job Change to Crusader"
3007,0,0,0,0,0,0,0,"Job Change to Crusader"
3008,0,0,0,0,0,0,0,"Job Change to Crusader"
3009,0,0,0,0,0,0,0,"Job Change to Crusader"
3010,0,0,0,0,0,0,0,"Job Change to Crusader"
3011,0,0,0,0,0,0,0,"Job Change to Crusader"
3012,0,0,0,0,0,0,0,"Job Change to Crusader"
3013,0,0,0,0,0,0,0,"Job Change to Crusader"
3014,0,0,0,0,0,0,0,"Job Change to Crusader"
3015,0,0,0,0,0,0,0,"Job Change to Crusader"
3016,0,0,0,0,0,0,0,"Job Change to Monk"
3017,0,0,0,0,0,0,0,"Job Change to Monk"
3018,0,0,0,0,0,0,0,"Job Change to Monk"
3019,0,0,0,0,0,0,0,"Job Change to Monk"
3020,0,0,0,0,0,0,0,"Job Change to Monk"
3021,0,0,0,0,0,0,0,"Job Change to Monk"
3022,0,0,0,0,0,0,0,"Job Change to Monk"
3023,0,0,0,0,0,0,0,"Job Change to Monk"
3024,0,0,0,0,0,0,0,"Job Change to Monk"
3025,0,0,0,0,0,0,0,"Job Change to Monk"
3026,0,0,0,0,0,0,0,"Job Change to Monk"
3027,0,0,0,0,0,0,0,"Job Change to Monk"
3028,0,0,0,0,0,0,0,"Job Change to Monk - Marathon"
3029,0,0,0,0,0,0,0,"Job Change to Monk - Final test"
//3030,0,0,0,0,0,0,0,"Job Change to Monk"
3031,0,0,0,0,0,0,0,"Job Change to Monk - Spiritual Training"
3032,0,0,0,0,0,0,0,"Job Change to Monk - Become a Monk"
3040,43200,0,0,0,0,0,0,"The Curse of Baphomet"
3041,180,0,0,0,0,0,0,"The Curse of Baphomet"
3042,0,0,0,0,0,0,0,"The Cursed Baphomet Doll"
3043,0,0,0,0,0,0,0,"The Gigantic Magestic Goat"
3044,0,0,0,0,0,0,0,"The Gigantic Magestic Goat"
3045,7200,0,0,0,0,0,0,"Sealed Shrine"
3046,0,0,0,0,0,0,0,"Sealed Shrine After-effect"

3050,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 1"
3051,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 2"
3052,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 3"
3053,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 4"
3054,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 5"
3055,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 6"
3056,0,0,0,0,0,0,0,"Resurrection of Satan Morocc - 7"
3060,0,0,0,0,0,0,0,"Kids in Veins - Where's the Little Sis?"
3061,0,0,0,0,0,0,0,"Kids in Veins - Find a way to unlock the shackles!"
3062,0,0,0,0,0,0,0,"Kids in Veins - Find the Locksmith!"
3063,0,0,0,0,0,0,0,"Kids in Veins - Mr. Lockenlock?"
3064,0,0,0,0,0,0,0,"Kids in Veins - Organic Chamelepu Soap"
3065,0,0,0,0,0,0,0,"Kids in Veins - Soap Ingredients"
3066,0,0,0,0,0,0,0,"Kids in Veins - To make a Chamelepu Soap..."
3067,0,0,0,0,0,0,0,"Kids in Veins - Camel Appetite Stimulants"
3068,0,0,0,0,0,0,0,"Kids in Veins - Getting the Camel Dung"
3069,0,0,0,0,0,0,0,"Kids in Veins - Where's the Silk Sand Camel?"
3070,0,0,0,0,0,0,0,"Kids in Veins - Silk Sand Camel is gone!"
3071,0,0,0,0,0,0,0,"Kids in Veins - Silk Sand Camel is found!"
3072,0,0,0,0,0,0,0,"Kids in Veins - 1 lump of Camel dung obtained"
3073,0,0,0,0,0,0,0,"Kids in Veins - 2 lumps of Camel dung obtained"
3074,0,0,0,0,0,0,0,"Kids in Veins - 3 lumps of Camel dung obtained"
3075,0,0,0,0,0,0,0,"Kids in Veins - 4 lumps of Camel dung obtained"
3076,0,0,0,0,0,0,0,"Kids in Veins - 5 lumps of Camel dung obtained"
3077,0,0,0,0,0,0,0,"Kids in Veins - Go to Ms. Ivory"
3078,0,0,0,0,0,0,0,"Kids in Veins - Chamalepu Soap is completed!"
3079,0,0,0,0,0,0,0,"Kids in Veins - Making the key mold"
3080,0,0,0,0,0,0,0,"Kids in Veins - Bringing the key mold"
3081,0,0,0,0,0,0,0,"Kids in Veins - All you need is Steel!"
3082,0,0,0,0,0,0,0,"Kids in Veins - The Key is Made!"
3083,0,0,0,0,0,0,0,"Kids in Veins - Mr. Lockenlock's key"
3085,0,0,0,0,0,0,0,"Call from the commander"
3086,0,0,0,0,0,0,0,"Commander's Duty"
3087,0,0,0,0,0,0,0,"Report to Rune Midgard"
3088,0,0,0,0,0,0,0,"Report to the continent - Accident!"
3089,0,0,0,0,0,0,0,"Report to the continent - How to restore"
3090,0,0,0,0,0,0,0,"Report to the continent - Location of reports"
3091,0,0,0,0,0,0,0,"Report to the continent - Location of reports"
3092,0,0,0,0,0,0,0,"Report to the continent - Success to restore!"
3093,0,0,0,0,0,0,0,"Report to the continent - Report to the continent"
3094,0,0,0,0,0,0,0,"Report to the continent - Return to the expedition"

3100,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Lost Bond of Debt"
3101,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Strange Heap of Earth"
3102,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Bond of Debt Found, but..."
3103,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Inventor Dorian"
3104,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repair Materials of Magic Dryer"
3105,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer"
3106,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer Failed"
3107,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Repairing Magic Dryer Successful"
3108,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Let's Run the Magic Dryer"
3109,0,0,0,0,0,0,0,"Consolidating Heavy Debt - Restoring the Bond of Debt"
3110,0,0,0,0,0,0,0,"Stolen Diamond - Tracking the Diamond"
3111,0,0,0,0,0,0,0,"Stolen Diamond - Leblo's Favor"
3112,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3113,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3114,0,0,0,0,0,0,0,"Stolen Diamond - Wola the Doctor"
3115,0,0,0,0,0,0,0,"Stolen Diamond - Leblo's Information"
3116,0,0,0,0,0,0,0,"Stolen Diamond - Information from Rogue Investigator"
3117,0,0,0,0,0,0,0,"Stolen Diamond - Odd Switches"
3118,0,0,0,0,0,0,0,"Stolen Diamond - Diamond Found!"
3119,0,0,0,0,0,0,0,"Z Gang Wanted - Wanted Notice"
3120,0,0,0,0,0,0,0,"Z Gang Wanted - About Z Gang"
3121,0,0,0,0,0,0,0,"Z Gang Wanted - Valdes's Favor"
3122,0,0,0,0,0,0,0,"Z Gang Wanted - Information from Valdes"
3123,0,0,0,0,0,0,0,"Z Gang Wanted - Marybell's Test"
3124,0,0,0,0,0,0,0,"Z Gang Wanted - Challenging Moonho Ahn"
3125,0,0,0,0,0,0,0,"Z Gang Wanted - Challenging Moonho Ahn"
3126,0,0,0,0,0,0,0,"Z Gang Wanted - Information from Marybell"
3127,0,0,0,0,0,0,0,"Z Gang Wanted - Z Gang's Attack"
3128,0,0,0,0,0,0,0,"Z Gang Wanted - Z Gang's Attack"
3129,0,0,0,0,0,0,0,"Z Gang Wanted - Strange Letter"
3130,0,0,0,0,0,0,0,"Z Gang Wanted - Decrypting the letter..."
3131,0,0,0,0,0,0,0,"Z Gang Wanted - Code's Broken!"
3132,0,0,0,0,0,0,0,"Z Gang Wanted - Find the Z Gang's Agit"
3133,0,0,0,0,0,0,0,"Z Gang Wanted - Agit Found!"
3134,0,0,0,0,0,0,0,"Z Gang Wanted - Clean Sweep of Z Gang"
3135,259200,0,0,0,0,0,0,"Nidhoggur's Nest"
3136,14400,0,0,0,0,0,0,"Nidhoggur's Nest Time Limit"

3200,0,0,0,0,0,0,0,"Job changes to Rune knight - Recommendation for Rune knight"
3201,0,0,0,0,0,0,0,"Job changes to Rune knight - Secret rendezvous of Rune knigh"
3202,0,0,0,0,0,0,0,"Job changes to Rune knight - The first test"
3203,0,0,0,0,0,0,0,"Job changes to Rune knight - The first test"
3204,0,0,0,0,0,0,0,"Job changes to Rune knight - Pass the first test"
3205,0,0,0,0,0,0,0,"Job changes to Rune knight - The second test"
3206,0,0,0,0,0,0,0,"Job changes to Rune knight - The second test"
3207,0,0,0,0,0,0,0,"Job changes to Rune knight - The second test"
3208,0,0,0,0,0,0,0,"Job changes to Rune knight - The second test"
3209,0,1504,10,0,0,0,0,"Job changes to Rune knight - Accumulation of magic energy1"
3210,0,1506,10,0,0,0,0,"Job changes to Rune knight - Accumulation of magic energy2"
3211,0,1508,10,0,0,0,0,"Job changes to Rune knight - Accumulation of magic energy3"
3212,0,1510,10,0,0,0,0,"Job changes to Rune knight - Accumulation of magic energy4"
3213,0,0,0,0,0,0,0,"Job changes to Rune knight - The second test"
3214,0,0,0,0,0,0,0,"Job changes to Rune knight - The second test"
3215,0,0,0,0,0,0,0,"Job changes to Rune knight - Pass the second test"
3216,0,0,0,0,0,0,0,"Job changes to Rune knight - The final test"
3217,0,0,0,0,0,0,0,"Job changes to Rune knight - The final test"
3218,0,0,0,0,0,0,0,"Job changes to Rune knight - Pass the final test"
3219,0,0,0,0,0,0,0,"Job changes to Rune knight - The end of all tes"
3220,0,0,0,0,0,0,0,"Job changes to Rune knight - Waiting time of test"

3250,0,1041,30,0,0,0,0,"Request - What is this bandage for?"
3251,0,1271,30,0,0,0,0,"Request - An alligator of Counterattack"
3252,0,1264,30,0,0,0,0,"Request - My mermaid don't do like this way!"
3253,0,0,0,0,0,0,0,"Request - Missing occult mania"
3254,0,0,0,0,0,0,0,"Request - A country wants you"
3255,0,1166,30,0,0,0,0,"Request - A wild boar subjugate operation"
3256,0,0,0,0,0,0,0,"Request - Ready for waiting summer"
3257,0,1170,30,0,0,0,0,"Request - A grudge of women"
3258,0,0,0,0,0,0,0,"Request - A material of delicacy"
3259,0,1143,30,0,0,0,0,"Request - A agony of a doll maste"
3260,0,1035,30,0,0,0,0,"Request - Tiresome flies"
3261,0,1026,30,0,0,0,0,"Request - Unclean girl"
3262,0,0,0,0,0,0,0,"Request - Queer hobby"
3263,0,0,0,0,0,0,0,"Request - A mallet of goblin"
3265,0,0,0,0,0,0,0,"Request - Missing occult mania"

4000,0,0,0,0,0,0,0,"Sherin's Job Interview"
4001,0,0,0,0,0,0,0,"Job Change to Hunter"
4002,0,0,0,0,0,0,0,"Job Change to Hunter"
4003,0,0,0,0,0,0,0,"Job Change to Hunter"
4004,0,0,0,0,0,0,0,"Job Change to Hunter"
4005,0,0,0,0,0,0,0,"Job Change to Hunter"
4006,0,0,0,0,0,0,0,"Job Change to Hunter"
4007,0,0,0,0,0,0,0,"Job Change to Hunter"
4008,0,0,0,0,0,0,0,"Job Change to Hunter"
4009,0,0,0,0,0,0,0,"Job Change to Hunter"
4010,0,0,0,0,0,0,0,"Job Change to Hunter"
4011,0,0,0,0,0,0,0,"Job Change to Hunter - Test"
4012,0,0,0,0,0,0,0,"Job Change to Hunter"
4013,0,0,0,0,0,0,0,"Job Change to Hunter"

// Following entries are depreciated - use 10000-10025
//4015,0,0,0,0,0,0,0,"Becoming an Adventurer Appraiser"
//4016,0,0,0,0,0,0,0,"Proof of Qualification"
//4017,0,0,0,0,0,0,0,"Qualification Test"
//4018,0,0,0,0,0,0,0,"Preparations for Meeting Princes"
//4020,0,0,0,0,0,0,0,"Interview with the Prince"
//4021,0,0,0,0,0,0,0,"Interview with the Prince"
//4022,0,0,0,0,0,0,0,"Interview with the Prince"
//4023,0,0,0,0,0,0,0,"Interview with the Prince"
//4024,0,0,0,0,0,0,0,"Interview with the Prince"
//4025,0,0,0,0,0,0,0,"Interview with the Prince"
//4026,0,0,0,0,0,0,0,"Interview with the Prince"
//4027,0,0,0,0,0,0,0,"Interview with the Prince"
//4028,0,0,0,0,0,0,0,"The prince, Peter's Favor"
//4029,0,0,0,0,0,0,0,"The Girl's Favor"
//4030,0,0,0,0,0,0,0,"The Story of Ahrum and Ernst"
//4031,0,0,0,0,0,0,0,"The Story of Ahrum and Ernst"
//4032,0,0,0,0,0,0,0,"Conspiracy of the two families"
//4033,0,0,0,0,0,0,0,"Death of Ahrum"

4133,0,0,0,0,0,0,0,"Iara"
4134,0,0,0,0,0,0,0,"Iara"
4135,86400,0,0,0,0,0,0,"Iara"

5000,0,0,0,0,0,0,0,"The Crow of the Fate - 7"

6000,0,0,0,0,0,0,0,"Job Change to Taekwon"
6001,0,0,0,0,0,0,0,"Job Change to Taekwon"
6002,0,0,0,0,0,0,0,"Job Change to Taekwon"
6005,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6006,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6007,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6008,0,0,0,0,0,0,0,"Job Change to Soul-Linker"
6010,0,0,0,0,0,0,0,"Job Change to Super Novice"
6015,0,0,0,0,0,0,0,"A favor from Cougar"
6016,0,0,0,0,0,0,0,"A favor from a Suspicious Man"
6017,0,0,0,0,0,0,0,"Red Leopard Joe's Reply"
6018,0,0,0,0,0,0,0,"Cougar's Madness"
6020,0,0,0,0,0,0,0,"Master Miller's Letter"
6021,0,0,0,0,0,0,0,"Wise Bull Horn's voucher"
6022,0,0,0,0,0,0,0,"Making a voucher"
6023,0,0,0,0,0,0,0,"Wise Bull Horn's Favor"
6024,0,0,0,0,0,0,0,"Job Change to Gunslinger!"
6025,300,0,0,0,0,0,0,"KVM Guillaume"
6026,300,0,0,0,0,0,0,"KVM Croix"
6027,300,0,0,0,0,0,0,"KVM Indicator"
7000,0,0,0,0,0,0,0,"Job Change to Dancer!"
7001,0,0,0,0,0,0,0,"Job Change to Dancer!"
7002,0,0,0,0,0,0,0,"Job Change to Dancer!"
7003,0,0,0,0,0,0,0,"Job Change to Dancer!"
7004,0,0,0,0,0,0,0,"Job Change to Dancer!"
7005,0,0,0,0,0,0,0,"Job Change to Dancer!"
7006,0,0,0,0,0,0,0,"Job Change to Dancer!"
7007,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars"
7008,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars - Nature"
7009,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars - the Altar"
7010,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars - Stars?"
7011,0,0,0,0,0,0,0,"Warrior of the Sun, the Moon, and the Stars"
7012,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7013,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7014,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7015,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7016,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7017,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7018,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7019,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7020,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7021,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
7022,0,0,0,0,0,0,0,"Pursuing Rayan Moore"
